,name,rating,review,ctype,hq,old,employees
6052,ARC Document Solut...,3.5,(64 Reviews),Private,San Ramon + 2 more,34 years old,1k-5k employees (Global)
6053,Zopper,3.0,(64 Reviews),Private,"Noida,Uttar Pradesh + 17 more",11 years old,201-500 employees (Global)
6054,Juma Al Majid Grou...,4.3,(64 Reviews),Private,Dubai + 5 more,72 years old,5k-10k employees (Global)
6055,Globe Capital Mark...,3.6,(64 Reviews),Public,"Delhi/NCR,Delhi + 10 more",38 years old,201-500 employees (Global)
6056,Department of Agri...,4.3,(64 Reviews),Public,"Delhi/NCR,New Delhi + 34 more",75 years old,
6057,SIMA Labs,3.8,(64 Reviews),New Delhi + 4 more,34 years old,201-500 employees (Global),
6058,NaviSite,3.9,(64 Reviews),Private,Andover + 1 more,25 years old,501-1k employees (Global)
6059,NIC,3.9,(64 Reviews),Private,New Delhi + 25 more,46 years old,5k-10k employees (India)
6060,ATCS,3.7,(64 Reviews),Private,Montvale + 4 more,22 years old,501-1k employees (India)
6061,PFSweb,3.8,(64 Reviews),Private,Texas + 1 more,23 years old,1k-5k employees (Global)
6062,Firepro Systems,3.3,(64 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",30 years old,1k-5k employees (Global)
6063,Indus Valley Partn...,3.3,(64 Reviews),Private,"New York,New York + 5 more",22 years old,201-500 employees (Global)
6064,Involute Technolog...,4.1,(64 Reviews),Private,Pune + 2 more,40 years old,51-200 employees (India)
6065,Maccaferri,4.3,(64 Reviews),Private,Bologna + 9 more,143 years old,201-500 employees (India)
6066,Welspun Enterprise...,4.0,(64 Reviews),Public,"Mumbai,Maharashtra + 15 more",46 years old,501-1k employees (Global)
6067,Akal Academy,4.3,(64 Reviews),Private,"Sirmour,Himachal Pradesh + 14 more",35 years old,201-500 employees (India)
6068,Flex Industries,3.9,(64 Reviews),Private,Noida + 7 more,37 years old,5k-10k employees (Global)
6069,Centurion Universi...,3.5,(64 Reviews),Private,"Bhubaneswar,Odisha + 9 more",25 years old,1k-5k employees (Global)
6070,BSC-C&C JV,4.4,(64 Reviews),Hyderabad + 11 more,50 years old,,
6071,Aress Software and...,3.1,(64 Reviews),Private,"Nasik/Nashik,Maharashtra",23 years old,201-500 employees (Global)
6072,Velankani Electron...,3.3,(64 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",37 years old,501-1k employees (Global)
6073,Dalmia Bharat Suga...,4.2,(64 Reviews),Public,New Delhi + 7 more,28 years old,
6074,SKP Group,3.7,(64 Reviews),Private,Mumbai + 8 more,24 years old,51-200 employees (Global)
6075,ECIL RAPISCAN,4.3,(64 Reviews),Private,Hyderabad + 15 more,27 years old,
6076,Tatvasoft,3.8,(64 Reviews),Private,"Ahmedabad,Gujarat",21 years old,501-1k employees (India)
6077,J&K Bank,3.8,(64 Reviews),Public,"Srinagar,Jammu And Kashmir + 17 more",84 years old,10k-50k employees (India)
6078,TTK Services,3.4,(64 Reviews),Private,Bangalore + 7 more,22 years old,1k-5k employees (India)
6079,20 Microns,3.7,(64 Reviews),Public,Vadodara + 7 more,35 years old,501-1k employees (Global)
6080,Spectraforce Techn...,3.7,(64 Reviews),Private,Raleigh + 4 more,18 years old,
6081,Sumadhura Infracon,3.8,(64 Reviews),"Bangalore/Bengaluru,Karnataka + 1 more",16 years old,201-500 employees (India),
6082,BPR Infrastructure,3.8,(64 Reviews),Public,Hyderabad + 3 more,16 years old,501-1k employees (Global)
6083,Hy Gro Chemicals P...,3.7,(64 Reviews),Private,Secunderabad + 3 more,52 years old,11-50 employees (Global)
6084,Ven Consulting,2.9,(64 Reviews),Private,Bengaluru + 10 more,12 years old,1k-5k employees (Global)
6085,Rentokil Initial,4.5,(64 Reviews),Private,"Mumbai,Maharashtra + 18 more",5 years old,10k-50k employees (Global)
6086,Fermenta Biotech,4.3,(64 Reviews),Public,"Thane,Maharashtra + 5 more",71 years old,201-500 employees (India)
6087,Guardian Lifecare,3.8,(64 Reviews),Private,Pittsburgh + 12 more,19 years old,201-500 employees (Global)
6088,NGK Spark Plugs,3.9,(64 Reviews),Private,Gurgaon + 6 more,16 years old,201-500 employees (Global)
6089,NIC,3.9,(64 Reviews),Private,New Delhi + 25 more,46 years old,5k-10k employees (India)
6090,NGK Spark Plugs,3.9,(64 Reviews),Private,Gurgaon + 6 more,16 years old,201-500 employees (Global)
6091,Tarachandra Engine...,3.7,(64 Reviews),Vadodara + 5 more,24 years old,201-500 employees (Global),
6092,Indus Valley Partn...,3.3,(64 Reviews),Private,"New York,New York + 5 more",22 years old,201-500 employees (Global)
6093,Madras Medical Mis...,4.5,(64 Reviews),Private,"Chennai,Tamil Nadu + 2 more",40 years old,1k-5k employees (India)
6094,Ester Industries,4.1,(64 Reviews),Public,Gurgaon + 3 more,37 years old,501-1k employees (Global)
6095,Uttar Pradesh Jal ...,4.6,(64 Reviews),Public,Lucknow + 23 more,47 years old,
6096,Ravi Foods,3.5,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 15 more",34 years old,
6097,J&K Bank,3.8,(64 Reviews),Public,"Srinagar,Jammu And Kashmir + 17 more",84 years old,10k-50k employees (India)
6098,Tatvasoft,3.8,(64 Reviews),Private,"Ahmedabad,Gujarat",21 years old,501-1k employees (India)
6099,TTK Services,3.4,(64 Reviews),Private,Bangalore + 7 more,22 years old,1k-5k employees (India)
6100,Richa Industries,2.6,(64 Reviews),Public,Faridabad + 8 more,29 years old,501-1k employees (Global)
6101,ACI Worldwide,3.9,(64 Reviews),Private,Naples + 2 more,47 years old,1k-5k employees (Global)
6102,AppsDaily,3.2,(64 Reviews),Private,Mumbai + 23 more,14 years old,1k-5k employees (Global)
6103,Himedia Laboratori...,3.4,(64 Reviews),Private,Mumbai + 8 more,49 years old,501-1k employees (Global)
6104,20 Microns,3.7,(64 Reviews),Public,Vadodara + 7 more,35 years old,501-1k employees (Global)
6105,Erection Instrumen...,4.4,(64 Reviews),Private,New Delhi + 11 more,21 years old,201-500 employees (Global)
6106,Aloft Hotels,4.4,(64 Reviews),Bethesda + 10 more,15 years old,5k-10k employees (Global),
6107,Sunbeam School,4.2,(64 Reviews),Varanasi + 7 more,50 years old,,
6108,Alniche Life Scien...,3.2,(64 Reviews),Private,"Delhi/NCR,New Delhi + 8 more",15 years old,501-1k employees (Global)
6109,Orient Fashions,4.5,(64 Reviews),Private,New Delhi + 3 more,49 years old,5k-10k employees (Global)
6110,Emirates Global Al...,4.4,(64 Reviews),Private,Abu Dhabi + 4 more,43 years old,5k-10k employees (Global)
6111,Olectra Greentech,3.3,(64 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 6 more",30 years old,201-500 employees (Global)
6112,Homeward,3.8,(64 Reviews),Private,"Mt Laurel,New Jersey + 1 more",14 years old,11-50 employees (Global)
6113,Escalon Business S...,3.8,(64 Reviews),Private,"Silicon Valley,California + 1 more",16 years old,51-200 employees (Global)
6114,IJM (India) Infras...,4.3,(64 Reviews),Public,Hyderabad + 9 more,24 years old,201-500 employees (India)
6115,Grab A Grub Servic...,4.3,(64 Reviews),Private,Mumbai + 23 more,9 years old,501-1k employees (Global)
6116,Turtle,3.6,(64 Reviews),Kolkata + 8 more,29 years old,1k-5k employees (Global),
6117,Eye7 Chaudhary Eye...,3.7,(64 Reviews),Private,"Delhi/NCR,Delhi + 5 more",32 years old,
6118,Sugal & Damani,4.2,(64 Reviews),Private,Gurugram + 10 more,33 years old,501-1k employees (Global)
6119,Eye7 Chaudhary Eye...,3.7,(64 Reviews),Private,"Delhi/NCR,Delhi + 5 more",32 years old,
6120,CloudMoyo,4.6,(64 Reviews),Private,"Bellevue,Washington",7 years old,201-500 employees (India)
6121,BCG,3.8,(64 Reviews),Private,"Boston,Massachusetts + 7 more",59 years old,10k-50k employees (Global)
6122,Jayanita Exports,2.6,(64 Reviews),Private,New Delhi + 4 more,44 years old,1k-5k employees (Global)
6123,Kutch Chemical Ind...,3.8,(63 Reviews),Public,Ahmedabad,18 years old,1k-5k employees (India)
6124,Weikfield Foods,3.6,(63 Reviews),Private,Pune + 18 more,66 years old,201-500 employees (India)
6125,Falcon Force,4.0,(63 Reviews),Private,Tampa + 2 more,17 years old,501-1k employees (Global)
6126,MAHLE Engine Compo...,3.6,(63 Reviews),Private,Stuttgart + 7 more,102 years old,50k-1 Lakh employees (Global)
6127,Honeywell Uop,2.7,(63 Reviews),Private,"Des Plaines,Illinois",108 years old,1k-5k employees (Global)
6128,Sembcorp Energy In...,4.2,(63 Reviews),Public,"Gurgaon/Gurugram,Haryana + 5 more",14 years old,501-1k employees (Global)
6129,Soch Apparels,3.9,(63 Reviews),Private,Bengaluru + 15 more,17 years old,1k-5k employees (Global)
6130,DigiVersal Consult...,3.5,(63 Reviews),Private,Noida,7 years old,51-200 employees (India)
6131,Lanco Amarkantak P...,4.2,(63 Reviews),Gurgaon + 3 more,21 years old,1k-5k employees (Global),
6132,BIL Infratech,3.8,(63 Reviews),Public,Mumbai,12 years old,1k-5k employees (Global)
6133,Atidan Technologie...,4.6,(63 Reviews),Private,"Mumbai,Maharashtra + 2 more",17 years old,51-200 employees (India)
6134,Avvashya Cci Logis...,4.2,(63 Reviews),Mumbai + 16 more,7 years old,201-500 employees (Global),
6135,Crystal Ceramic In...,2.2,(63 Reviews),Private,Ahemdabad + 22 more,25 years old,201-500 employees (Global)
6136,Vydehi Institute O...,4.2,(63 Reviews),Bengaluru,22 years old,,
6137,ILJIN ELECTRONICS,3.9,(63 Reviews),Private,Greater Noida + 6 more,21 years old,
6138,Elite Powertech,4.1,(63 Reviews),Private,Noida + 11 more,10 years old,201-500 employees (India)
6139,Coldex Logistics,3.4,(63 Reviews),Private,"Gurgaon/Gurugram,Haryana + 13 more",17 years old,201-500 employees (Global)
6140,Sony Pictures Netw...,4.0,(63 Reviews),Mumbai + 9 more,27 years old,51-200 employees (India),
6141,Cambridge School,3.8,(63 Reviews),Private,New Delhi + 19 more,91 years old,51-200 employees (India)
6142,Optimize IT System...,4.0,(63 Reviews),Private,Kolkata + 3 more,12 years old,201-500 employees (Global)
6143,Netxcell,3.1,(63 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 6 more",22 years old,1k-5k employees (Global)
6144,NLC,4.4,(63 Reviews),Private,"Chennai,Tamil Nadu + 4 more",66 years old,501-1k employees (Global)
6145,Vamani Overseas,3.6,(63 Reviews),Private,"Faridabad,Haryana + 2 more",20 years old,5k-10k employees (India)
6146,Datavail Infotech,3.1,(63 Reviews),Private,"Broomfield,Colorado + 3 more",15 years old,501-1k employees (Global)
6147,Ramco Steels,3.7,(63 Reviews),Faridabad + 1 more,28 years old,51-200 employees (India),
6148,Steril Gene Life S...,3.5,(63 Reviews),Chennai + 1 more,15 years old,501-1k employees (Global),
6149,UAS International,4.8,(63 Reviews),New Delhi + 11 more,,,
6150,Sensiple,3.2,(63 Reviews),Private,"Iselin,New Jersey",23 years old,201-500 employees (Global)
6151,Netcore Solutions,3.7,(63 Reviews),Private,"Mumbai,Maharashtra + 9 more",24 years old,201-500 employees (India)
6152,Greytrix,4.7,(63 Reviews),"Mumbai,Maharashtra",22 years old,51-200 employees (India),
6153,WSP,4.3,(63 Reviews),Private,Montreal + 7 more,63 years old,50k-1 Lakh employees (Global)
6154,PIT Solutions,4.6,(63 Reviews),Rapperswil-Jona,22 years old,501-1k employees (India),
6155,OnsiteGo,3.7,(63 Reviews),Private,Mumbai + 5 more,39 years old,201-500 employees (India)
6156,Spectrum Consultan...,3.1,(63 Reviews),Private,Bangalore + 6 more,27 years old,51-200 employees (Global)
6157,Mahanagar Telephon...,4.2,(63 Reviews),Public,New Delhi + 7 more,36 years old,10k-50k employees (Global)
6158,Kolors Healthcare ...,3.5,(63 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 12 more",18 years old,1k-5k employees (Global)
6159,Prometric Testing,3.7,(63 Reviews),Private,"Baltimore,Maryland + 8 more",32 years old,11-50 employees (India)
6160,SCIO Management So...,3.5,(63 Reviews),Private,Florida,13 years old,501-1k employees (Global)
6161,Trafigura,3.3,(63 Reviews),Private,Singapore,29 years old,5k-10k employees (Global)
6162,Inube Software Sol...,3.4,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",12 years old,51-200 employees (Global)
6163,Volvo Construction...,4.5,(63 Reviews),Private,Gothenburg + 13 more,190 years old,1k-5k employees (India)
6164,Government of Madh...,4.1,(63 Reviews),Private,Madhya Pradesh + 22 more,66 years old,501-1k employees (Global)
6165,IMImobile,3.9,(63 Reviews),Private,London + 3 more,22 years old,501-1k employees (India)
6166,Indo-Tibetan Borde...,4.3,(63 Reviews),Private,New Delhi + 15 more,60 years old,
6167,Forest Essentials,4.0,(63 Reviews),Private,"Noida,Uttar Pradesh + 15 more",22 years old,201-500 employees (India)
6168,Crescent Foundry,3.2,(63 Reviews),Private,Kolkata + 4 more,40 years old,
6169,IPL Biologicals,3.8,(63 Reviews),"Gurgaon/Gurugram,Haryana + 11 more",28 years old,501-1k employees (Global),
6170,Atcis Technology,4.1,(63 Reviews),Private,Kolkata + 2 more,9 years old,1k-5k employees (India)
6171,Calibrated Healthc...,3.5,(63 Reviews),Ontario,16 years old,1k-5k employees (Global),
6172,Tata Interactive S...,3.9,(63 Reviews),Mumbai + 14 more,32 years old,201-500 employees (Global),
6173,Radiate E Services,3.0,(63 Reviews),"Noida,Uttar Pradesh",11 years old,501-1k employees (Global),
6174,Fedora Solutions,3.3,(63 Reviews),Private,Charlotte,18 years old,1k-5k employees (Global)
6175,Sovereign Pharma,4.0,(63 Reviews),Pune + 5 more,19 years old,,
6176,JMT Auto,4.1,(63 Reviews),Public,"Jamshedpur,Jharkhand + 4 more",35 years old,501-1k employees (Global)
6177,Classic Stripes,3.2,(63 Reviews),Private,"Mumbai,Maharashtra + 7 more",35 years old,1k-5k employees (India)
6178,Noble Hospital,4.2,(63 Reviews),Private,"Pune,Maharashtra + 9 more",26 years old,501-1k employees (Global)
6179,NLC,4.4,(63 Reviews),Private,"Chennai,Tamil Nadu + 4 more",66 years old,501-1k employees (Global)
6180,Mahanagar Telephon...,4.2,(63 Reviews),Public,New Delhi + 7 more,36 years old,10k-50k employees (Global)
6181,Honeywell Uop,2.7,(63 Reviews),Private,"Des Plaines,Illinois",108 years old,1k-5k employees (Global)
6182,Ways2excel,4.1,(63 Reviews),51-200 employees (Global),,,
6183,Fragma Data System...,4.9,(63 Reviews),"Bangalore/Bengaluru,Karnataka",7 years old,51-200 employees (India),
6184,SEABIRD LOGISOLUTI...,3.9,(63 Reviews),Public,"Mumbai,Maharashtra + 7 more",17 years old,51-200 employees (Global)
6185,Sembcorp Energy In...,4.2,(63 Reviews),Public,"Gurgaon/Gurugram,Haryana + 5 more",14 years old,501-1k employees (Global)
